Datetime,Junction,Vehicle,occupy,speed
2015-05-04 14:00:00,1,457.0,0.1358,62.5
2015-05-04 15:00:00,1,548.0,0.1576,63.4
2015-05-04 16:00:00,1,526.0,0.1486,63.8
2015-05-04 17:00:00,1,527.0,0.157,62.8
2015-05-04 18:00:00,1,570.0,0.1637,63.0
2015-05-04 19:00:00,1,554.0,0.1512,64.3
2015-05-04 20:00:00,1,552.0,0.1622,63.2
2015-05-04 21:00:00,1,595.0,0.1908,60.4
2015-05-04 22:00:00,1,580.0,0.1555,63.7
2015-05-04 23:00:00,1,578.0,0.1648,63.6
2015-05-05 00:00:00,1,542.0,0.1687,61.9
2015-05-05 01:00:00,1,457.0,0.1323,63.0
2015-05-05 02:00:00,1,515.0,0.1525,63.2
2015-05-05 03:00:00,1,542.0,0.1569,63.4
2015-05-05 04:00:00,1,485.0,0.1424,62.6
2015-05-05 05:00:00,1,497.0,0.1512,62.1
2015-05-05 06:00:00,1,527.0,0.1672,60.4
2015-05-05 07:00:00,1,520.0,0.1562,61.2
2015-05-05 08:00:00,1,527.0,0.1564,61.7
2015-05-05 09:00:00,1,515.0,0.1592,61.3
2015-05-05 10:00:00,1,485.0,0.1487,61.5
2015-05-05 11:00:00,1,499.0,0.1503,61.9
2015-05-05 12:00:00,1,475.0,0.1424,61.9
2015-05-05 13:00:00,1,500.0,0.1454,63.1
2015-05-05 14:00:00,1,438.0,0.1312,62.5
2015-05-05 15:00:00,1,453.0,0.1366,62.8
2015-05-05 16:00:00,1,492.0,0.1514,62.1
2015-05-05 17:00:00,1,465.0,0.1573,60.2
2015-05-05 18:00:00,1,444.0,0.1324,61.6
2015-05-05 19:00:00,1,456.0,0.1378,62.0
2015-05-05 20:00:00,1,483.0,0.1655,59.2
2015-05-05 21:00:00,1,512.0,0.1711,58.7
2015-05-05 22:00:00,1,483.0,0.1456,60.8
2015-05-05 23:00:00,1,477.0,0.1432,61.8
2015-05-06 00:00:00,1,416.0,0.135,61.0
2015-05-06 01:00:00,1,518.0,0.1665,60.4
2015-05-06 02:00:00,1,480.0,0.1526,60.1
2015-05-06 03:00:00,1,494.0,0.1613,59.9
2015-05-06 04:00:00,1,457.0,0.1409,60.3
2015-05-06 05:00:00,1,493.0,0.1689999999999999,58.6
2015-05-06 06:00:00,1,448.0,0.1435,59.2
2015-05-06 07:00:00,1,523.0,0.1613,59.9
2015-05-06 08:00:00,1,523.0,0.1587,60.5
2015-05-06 09:00:00,1,522.0,0.1645,60.1
2015-05-06 10:00:00,1,501.0,0.152,61.1
2015-05-06 11:00:00,1,497.0,0.1544,61.1
2015-05-06 12:00:00,1,474.0,0.1434,61.7
2015-05-06 13:00:00,1,463.0,0.1323,63.1
2015-05-06 14:00:00,1,471.0,0.1574,60.3
2015-05-06 15:00:00,1,484.0,0.1488,60.5
2015-05-06 16:00:00,1,509.0,0.1743,58.3
2015-05-06 17:00:00,1,562.0,0.1901,56.5
2015-05-06 18:00:00,1,507.0,0.1567,58.6
2015-05-06 19:00:00,1,509.0,0.1547,60.2
2015-05-06 20:00:00,1,561.0,0.1644,61.6
2015-05-06 21:00:00,1,514.0,0.1621,60.1
2015-05-06 22:00:00,1,543.0,0.1729,59.5
2015-05-06 23:00:00,1,510.0,0.1741,57.4
2015-05-07 00:00:00,1,543.0,0.1796,57.2
2015-05-07 01:00:00,1,535.0,0.1623,59.1
2015-05-07 02:00:00,1,506.0,0.1529,60.4
2015-05-07 03:00:00,1,554.0,0.1735,60.5
2015-05-07 04:00:00,1,516.0,0.1557,60.6
2015-05-07 05:00:00,1,520.0,0.1644,60.5
2015-05-07 06:00:00,1,511.0,0.1568,61.0
2015-05-07 07:00:00,1,516.0,0.1583,60.8
2015-05-07 08:00:00,1,536.0,0.1612,61.1
2015-05-07 09:00:00,1,510.0,0.1593,60.5
2015-05-07 10:00:00,1,497.0,0.151,61.0
2015-05-07 11:00:00,1,531.0,0.1537,61.8
2015-05-07 12:00:00,1,532.0,0.1491,63.5
2015-05-07 13:00:00,1,498.0,0.1504,62.4
2015-05-07 14:00:00,1,521.0,0.1511,62.8
2015-05-07 15:00:00,1,532.0,0.152,63.2
2015-05-07 16:00:00,1,561.0,0.1653,62.7
2015-05-07 17:00:00,1,532.0,0.1598,62.0
2015-05-07 18:00:00,1,508.0,0.1525,62.0
2015-05-07 19:00:00,1,442.0,0.1329,62.1
2015-05-07 20:00:00,1,465.0,0.1355,62.5
2015-05-07 21:00:00,1,453.0,0.1319,62.7
2015-05-07 22:00:00,1,478.0,0.1404,62.4
2015-05-07 23:00:00,1,451.0,0.1368,61.6
2015-05-08 00:00:00,1,453.0,0.1357,61.4
2015-05-08 01:00:00,1,460.0,0.1339,61.8
2015-05-08 02:00:00,1,464.0,0.1381,61.4
2015-05-08 03:00:00,1,438.0,0.1334,61.0
2015-05-08 04:00:00,1,452.0,0.1337,61.1
2015-05-08 05:00:00,1,501.0,0.1441,62.1
2015-05-08 06:00:00,1,482.0,0.1344,63.5
2015-05-08 07:00:00,1,474.0,0.1444,62.3
2015-05-08 08:00:00,1,476.0,0.135,63.2
2015-05-08 09:00:00,1,497.0,0.1498,62.2
2015-05-08 10:00:00,1,487.0,0.1457,61.5
2015-05-08 11:00:00,1,480.0,0.1462,61.1
2015-05-08 12:00:00,1,451.0,0.1254,63.2
2015-05-08 13:00:00,1,396.0,0.1106,64.6
2015-05-08 14:00:00,1,395.0,0.1111,65.4
2015-05-08 15:00:00,1,426.0,0.1195,65.4
2015-05-08 16:00:00,1,379.0,0.1077,65.3
2015-05-08 17:00:00,1,421.0,0.1176,65.7
2015-05-08 18:00:00,1,405.0,0.1103,66.1
2015-05-08 19:00:00,1,505.0,0.1371,66.2
2015-05-08 20:00:00,1,524.0,0.1593,63.1
2015-05-08 21:00:00,1,509.0,0.1528,61.4
2015-05-08 22:00:00,1,510.0,0.1503,61.0
2015-05-08 23:00:00,1,492.0,0.1431,61.7
2015-05-09 00:00:00,1,509.0,0.1516,61.5
2015-05-09 01:00:00,1,487.0,0.1385,62.3
2015-05-09 02:00:00,1,504.0,0.1567,60.7
2015-05-09 03:00:00,1,500.0,0.1523,60.2
2015-05-09 04:00:00,1,513.0,0.1552,60.2
2015-05-09 05:00:00,1,532.0,0.1444,62.8
2015-05-09 06:00:00,1,505.0,0.1415,63.6
2015-05-09 07:00:00,1,510.0,0.1465,63.1
2015-05-09 08:00:00,1,534.0,0.1542,62.7
2015-05-09 09:00:00,1,550.0,0.1585,62.4
2015-05-09 10:00:00,1,544.0,0.1544,63.2
2015-05-09 11:00:00,1,522.0,0.1503,62.8
2015-05-09 12:00:00,1,514.0,0.1439,63.3
2015-05-09 13:00:00,1,521.0,0.1533,62.8
2015-05-09 14:00:00,1,537.0,0.1531,63.1
2015-05-09 15:00:00,1,520.0,0.146,63.8
2015-05-09 16:00:00,1,507.0,0.1405,64.6
2015-05-09 17:00:00,1,498.0,0.1373,65.0
2015-05-09 18:00:00,1,491.0,0.1353,65.3
2015-05-09 19:00:00,1,508.0,0.1515,63.1
2015-05-09 20:00:00,1,514.0,0.1431,64.2
2015-05-09 21:00:00,1,488.0,0.1367,64.2
2015-05-09 22:00:00,1,508.0,0.1431,63.8
2015-05-09 23:00:00,1,501.0,0.1508,62.4
2015-05-10 00:00:00,1,473.0,0.1297,64.1
2015-05-10 01:00:00,1,491.0,0.1372,64.2
2015-05-10 02:00:00,1,513.0,0.1467,63.6
2015-05-10 03:00:00,1,506.0,0.1454,63.2
2015-05-10 04:00:00,1,487.0,0.1405,63.3
2015-05-10 05:00:00,1,515.0,0.1398,64.6
2015-05-10 06:00:00,1,499.0,0.1393,64.6
2015-05-10 07:00:00,1,502.0,0.1393,64.7
2015-05-10 08:00:00,1,492.0,0.1381,64.6
2015-05-10 09:00:00,1,509.0,0.1398,65.0
2015-05-10 10:00:00,1,473.0,0.1308,65.1
2015-05-10 11:00:00,1,521.0,0.1448,65.1
2015-05-10 12:00:00,1,515.0,0.1417,65.1
2015-05-10 13:00:00,1,547.0,0.1446,66.3
2015-05-10 14:00:00,1,502.0,0.1332,67.0
2015-05-10 15:00:00,1,479.0,0.1355,65.0
2015-05-10 16:00:00,1,472.0,0.1286,65.1
2015-05-10 17:00:00,1,485.0,0.1255,67.2
2015-05-10 18:00:00,1,462.0,0.1136,69.9
2015-05-10 19:00:00,1,439.0,0.1096,70.6
2015-05-10 20:00:00,1,406.0,0.1047,70.2
2015-05-10 21:00:00,1,483.0,0.124,69.9
2015-05-10 22:00:00,1,445.0,0.1187,69.5
2015-05-10 23:00:00,1,388.0,0.0992,69.9
2015-05-11 00:00:00,1,433.0,0.1076,70.5
2015-05-11 01:00:00,1,470.0,0.1228,69.2
2015-05-11 02:00:00,1,472.0,0.1238,68.2
2015-05-11 03:00:00,1,483.0,0.1233,68.3
2015-05-11 04:00:00,1,483.0,0.1296,67.0
2015-05-11 05:00:00,1,462.0,0.1247,66.0
2015-05-11 06:00:00,1,463.0,0.123,66.2
2015-05-11 07:00:00,1,445.0,0.1192,65.8
2015-05-11 08:00:00,1,466.0,0.1271,65.4
2015-05-11 09:00:00,1,471.0,0.1345,63.8
2015-05-11 10:00:00,1,449.0,0.1199,65.4
2015-05-11 11:00:00,1,421.0,0.114,65.4
2015-05-11 12:00:00,1,456.0,0.1194,68.5
2015-05-11 13:00:00,1,420.0,0.1154,68.3
2015-05-11 14:00:00,1,454.0,0.1268,67.7
2015-05-11 15:00:00,1,397.0,0.1033,69.5
2015-05-11 16:00:00,1,421.0,0.1115,69.9
2015-05-11 17:00:00,1,454.0,0.1134,71.9
2015-05-11 18:00:00,1,459.0,0.1174,72.1
2015-05-11 19:00:00,1,431.0,0.1099,72.2
2015-05-11 20:00:00,1,350.0,0.0861,73.2
2015-05-11 21:00:00,1,389.0,0.1006,72.6
2015-05-11 22:00:00,1,415.0,0.1129,70.8
2015-05-11 23:00:00,1,412.0,0.1055,71.7
2015-05-12 00:00:00,1,402.0,0.1098,68.8
2015-05-12 01:00:00,1,358.0,0.0939,69.8
2015-05-12 02:00:00,1,368.0,0.0977,69.1
2015-05-12 03:00:00,1,436.0,0.121,67.2
2015-05-12 04:00:00,1,326.0,0.0906,66.7
2015-05-12 05:00:00,1,341.0,0.0831,70.3
2015-05-12 06:00:00,1,404.0,0.105,70.2
2015-05-12 07:00:00,1,342.0,0.0946,68.2
2015-05-12 08:00:00,1,386.0,0.0999,69.2
2015-05-12 09:00:00,1,388.0,0.1008,69.5
2015-05-12 10:00:00,1,353.0,0.0913,70.1
2015-05-12 11:00:00,1,357.0,0.0949,69.5
2015-05-12 12:00:00,1,308.0,0.0769,70.4
2015-05-12 13:00:00,1,326.0,0.085,69.5
2015-05-12 14:00:00,1,350.0,0.0921,68.8
2015-05-12 15:00:00,1,376.0,0.1091,65.9
2015-05-12 16:00:00,1,298.0,0.0796,66.9
2015-05-12 17:00:00,1,306.0,0.0821,67.1
2015-05-12 18:00:00,1,319.0,0.0757,71.3
2015-05-12 19:00:00,1,292.0,0.0801,68.9
2015-05-12 20:00:00,1,297.0,0.0766,69.4
2015-05-12 21:00:00,1,295.0,0.0832,67.5
2015-05-12 22:00:00,1,310.0,0.0786,69.2
2015-05-12 23:00:00,1,288.0,0.0743,69.4
2015-05-13 00:00:00,1,270.0,0.0755,65.3
2015-05-13 01:00:00,1,282.0,0.0704,68.7
2015-05-13 02:00:00,1,228.0,0.0616,68.3
2015-05-13 03:00:00,1,258.0,0.0653,68.8
2015-05-13 04:00:00,1,243.0,0.0675,67.5
2015-05-13 05:00:00,1,210.0,0.0515,69.5
2015-05-13 06:00:00,1,218.0,0.0563,69.3
2015-05-13 07:00:00,1,215.0,0.0573,68.7
2015-05-13 08:00:00,1,205.0,0.0522,69.3
2015-05-13 09:00:00,1,186.0,0.0519,67.7
2015-05-13 10:00:00,1,183.0,0.0504,67.9
2015-05-13 11:00:00,1,188.0,0.0541,66.2
2015-05-13 12:00:00,1,164.0,0.0412,68.8
2015-05-13 13:00:00,1,188.0,0.0487,69.2
2015-05-13 14:00:00,1,185.0,0.0499,68.6
2015-05-13 15:00:00,1,158.0,0.0383,71.6
2015-05-13 16:00:00,1,158.0,0.0448,68.7
2015-05-13 17:00:00,1,162.0,0.0451,68.2
2015-05-13 18:00:00,1,167.0,0.046,67.4
2015-05-13 19:00:00,1,148.0,0.0421,67.4
2015-05-13 20:00:00,1,135.0,0.0361,67.9
2015-05-13 21:00:00,1,130.0,0.0352,67.5
2015-05-13 22:00:00,1,132.0,0.0382,66.0
2015-05-13 23:00:00,1,130.0,0.0354,67.2
2015-05-14 00:00:00,1,150.0,0.0356,71.0
2015-05-14 01:00:00,1,138.0,0.0365,69.9
2015-05-14 02:00:00,1,141.0,0.0407,67.5
2015-05-14 03:00:00,1,140.0,0.0427,65.7
2015-05-14 04:00:00,1,129.0,0.0379,64.9
2015-05-14 05:00:00,1,135.0,0.0343,66.6
2015-05-14 06:00:00,1,147.0,0.039,67.2
2015-05-14 07:00:00,1,124.0,0.0301,69.4
2015-05-14 08:00:00,1,136.0,0.0421,66.0
2015-05-14 09:00:00,1,133.0,0.0406,64.7
2015-05-14 10:00:00,1,123.0,0.0336,66.2
2015-05-14 11:00:00,1,129.0,0.036,66.6
2015-05-14 12:00:00,1,145.0,0.044,65.2
2015-05-14 13:00:00,1,117.0,0.03,68.4
2015-05-14 14:00:00,1,111.0,0.0324,67.7
2015-05-14 15:00:00,1,125.0,0.0369,67.0
2015-05-14 16:00:00,1,131.0,0.0364,68.1
2015-05-14 17:00:00,1,146.0,0.0382,69.8
2015-05-14 18:00:00,1,119.0,0.0296,71.8
2015-05-14 19:00:00,1,119.0,0.0269,73.6
2015-05-14 20:00:00,1,118.0,0.033,71.1
2015-05-14 21:00:00,1,107.0,0.0321,68.6
2015-05-14 22:00:00,1,94.0,0.0273,67.5
2015-05-14 23:00:00,1,118.0,0.0355,67.4
2015-05-15 00:00:00,1,98.0,0.0249,70.1
2015-05-15 01:00:00,1,102.0,0.0315,68.4
2015-05-15 02:00:00,1,119.0,0.0343,68.2
2015-05-15 03:00:00,1,134.0,0.0449,65.3
2015-05-15 04:00:00,1,127.0,0.0382,65.8
2015-05-15 05:00:00,1,130.0,0.0367,67.9
2015-05-15 06:00:00,1,151.0,0.0525,64.1
2015-05-15 07:00:00,1,130.0,0.0402,64.7
2015-05-15 08:00:00,1,141.0,0.0445,64.6
2015-05-15 09:00:00,1,114.0,0.0347,65.4
2015-05-15 10:00:00,1,166.0,0.047,66.5
2015-05-15 11:00:00,1,111.0,0.0355,65.2
2015-05-15 12:00:00,1,109.0,0.0317,66.6
2015-05-15 13:00:00,1,129.0,0.0399,65.9
2015-05-15 14:00:00,1,140.0,0.0374,68.7
2015-05-15 15:00:00,1,130.0,0.0368,67.7
2015-05-15 16:00:00,1,135.0,0.0377,68.3
2015-05-15 17:00:00,1,148.0,0.0464,66.7
2015-05-15 18:00:00,1,117.0,0.0327,68.4
2015-05-15 19:00:00,1,37.0,0.0092,67.0
2015-05-15 20:00:00,1,112.0,0.0217,73.9
2015-05-15 21:00:00,1,356.0,0.0996,70.7
2015-05-15 22:00:00,1,228.0,0.0655,68.7
2015-05-15 23:00:00,1,181.0,0.0459,70.4
2015-05-16 00:00:00,1,191.0,0.0533,66.3
2015-05-16 01:00:00,1,179.0,0.0505,63.9
2015-05-16 02:00:00,1,181.0,0.052,62.2
2015-05-16 03:00:00,1,198.0,0.0579999999999999,62.7
2015-05-16 04:00:00,1,231.0,0.0644,61.4
2015-05-16 05:00:00,1,223.0,0.0599,61.8
2015-05-16 06:00:00,1,265.0,0.0706,62.5
2015-05-16 07:00:00,1,257.0,0.0657,63.7
2015-05-16 08:00:00,1,269.0,0.0702,63.7
2015-05-16 09:00:00,1,256.0,0.067,64.1
2015-05-16 10:00:00,1,262.0,0.0709,62.8
2015-05-16 11:00:00,1,260.0,0.0733,62.4
2015-05-16 12:00:00,1,247.0,0.0679,61.6
2015-05-16 13:00:00,1,275.0,0.0745,61.5
2015-05-16 14:00:00,1,269.0,0.0779,60.1
2015-05-16 15:00:00,1,288.0,0.0769,61.3
2015-05-16 16:00:00,1,322.0,0.0838,62.3
2015-05-16 17:00:00,1,300.0,0.08,62.4
2015-05-16 18:00:00,1,304.0,0.0797,62.3
2015-05-16 19:00:00,1,319.0,0.0851,62.7
2015-05-16 20:00:00,1,380.0,0.0997,62.2
2015-05-16 21:00:00,1,342.0,0.0881,63.3
2015-05-16 22:00:00,1,384.0,0.1084,60.7
2015-05-16 23:00:00,1,347.0,0.0934,61.1
2015-05-17 00:00:00,1,378.0,0.1026,61.0
2015-05-17 01:00:00,1,347.0,0.094,61.3
2015-05-17 02:00:00,1,365.0,0.0909,62.9
2015-05-17 03:00:00,1,357.0,0.0996,61.8
2015-05-17 04:00:00,1,376.0,0.1005,61.1
2015-05-17 05:00:00,1,347.0,0.0936,60.8
2015-05-17 06:00:00,1,360.0,0.0983,60.9
2015-05-17 07:00:00,1,403.0,0.1103,60.6
2015-05-17 08:00:00,1,400.0,0.1067,61.2
2015-05-17 09:00:00,1,433.0,0.1167,60.9
2015-05-17 10:00:00,1,422.0,0.1053,62.8
2015-05-17 11:00:00,1,383.0,0.0938,64.4
2015-05-17 12:00:00,1,374.0,0.0918,64.8
2015-05-17 13:00:00,1,419.0,0.1038,64.8
2015-05-17 14:00:00,1,384.0,0.1028,63.7
2015-05-17 15:00:00,1,432.0,0.1184,62.0
2015-05-17 16:00:00,1,437.0,0.1097,63.8
2015-05-17 17:00:00,1,396.0,0.1023,62.5
2015-05-17 18:00:00,1,433.0,0.1152,62.1
2015-05-17 19:00:00,1,488.0,0.1311,61.4
2015-05-17 20:00:00,1,464.0,0.1163,63.0
2015-05-17 21:00:00,1,453.0,0.118,62.6
2015-05-17 22:00:00,1,496.0,0.1255,63.1
2015-05-17 23:00:00,1,439.0,0.1128,63.2
2015-05-18 00:00:00,1,453.0,0.1199,62.6
2015-05-18 01:00:00,1,451.0,0.1202,61.9
2015-05-18 02:00:00,1,459.0,0.1203,61.7
2015-05-18 03:00:00,1,453.0,0.1167,62.0
2015-05-18 04:00:00,1,471.0,0.1198,62.7
2015-05-18 05:00:00,1,470.0,0.1173,63.4
2015-05-18 06:00:00,1,467.0,0.1203,63.1
2015-05-18 07:00:00,1,500.0,0.1336,61.9
2015-05-18 08:00:00,1,524.0,0.1421,60.9
2015-05-18 09:00:00,1,523.0,0.1418,60.8
2015-05-18 10:00:00,1,504.0,0.1203,63.3
2015-05-18 11:00:00,1,496.0,0.1252,63.5
2015-05-18 12:00:00,1,441.0,0.1138,63.2
2015-05-18 13:00:00,1,501.0,0.1315,62.6
2015-05-18 14:00:00,1,501.0,0.1357,61.4
2015-05-18 15:00:00,1,462.0,0.126,60.7
2015-05-18 16:00:00,1,490.0,0.129,61.1
2015-05-18 17:00:00,1,517.0,0.1343,61.3
2015-05-18 18:00:00,1,530.0,0.1462,60.1
2015-05-18 19:00:00,1,500.0,0.1367,59.9
2015-05-18 20:00:00,1,496.0,0.1288,61.1
2015-05-18 21:00:00,1,498.0,0.1275,61.6
2015-05-18 22:00:00,1,518.0,0.1258,63.4
2015-05-18 23:00:00,1,528.0,0.1395,62.4
2015-05-19 00:00:00,1,495.0,0.1244,62.9
2015-05-19 01:00:00,1,497.0,0.1235,63.5
2015-05-19 02:00:00,1,530.0,0.1427,61.7
2015-05-19 03:00:00,1,502.0,0.141,60.2
2015-05-19 04:00:00,1,529.0,0.1356,61.1
2015-05-19 05:00:00,1,558.0,0.1482,60.7
2015-05-19 06:00:00,1,544.0,0.1456,60.5
2015-05-19 07:00:00,1,416.0,0.0986,63.7
2015-05-19 08:00:00,1,429.0,0.1343,58.1
2015-05-19 09:00:00,1,497.0,0.1325,58.8
2015-05-19 10:00:00,1,503.0,0.1326,60.0
2015-05-19 11:00:00,1,512.0,0.141,59.6
2015-05-19 12:00:00,1,483.0,0.1255,60.4
2015-05-19 13:00:00,1,517.0,0.1364,60.6
2015-05-19 14:00:00,1,508.0,0.1379,60.0
2015-05-19 15:00:00,1,485.0,0.139,58.4
2015-05-19 16:00:00,1,531.0,0.1379,59.9
2015-05-19 17:00:00,1,528.0,0.1341,61.4
2015-05-19 18:00:00,1,501.0,0.1295,61.6
2015-05-19 19:00:00,1,506.0,0.1383,60.2
2015-05-19 20:00:00,1,490.0,0.1312,60.1
2015-05-19 21:00:00,1,503.0,0.1304,61.0
2015-05-19 22:00:00,1,481.0,0.1237,61.3
2015-05-19 23:00:00,1,526.0,0.1392,60.7
2015-05-20 00:00:00,1,495.0,0.1296,60.9
2015-05-20 01:00:00,1,478.0,0.1183,62.6
2015-05-20 02:00:00,1,478.0,0.1263,61.7
2015-05-20 03:00:00,1,518.0,0.1272,63.2
2015-05-20 04:00:00,1,503.0,0.1369999999999999,61.0
2015-05-20 05:00:00,1,507.0,0.1316,61.2
2015-05-20 06:00:00,1,482.0,0.1308,60.3
2015-05-20 07:00:00,1,539.0,0.1337,62.1
2015-05-20 08:00:00,1,508.0,0.13,62.2
2015-05-20 09:00:00,1,526.0,0.1371,61.8
2015-05-20 10:00:00,1,492.0,0.124,62.7
2015-05-20 11:00:00,1,491.0,0.1295,61.9
2015-05-20 12:00:00,1,425.0,0.1085,62.6
2015-05-20 13:00:00,1,492.0,0.1222,63.6
2015-05-20 14:00:00,1,521.0,0.1372,62.5
2015-05-20 15:00:00,1,523.0,0.1383,61.3
2015-05-20 16:00:00,1,534.0,0.1394,61.3
2015-05-20 17:00:00,1,554.0,0.1367,63.0
2015-05-20 18:00:00,1,544.0,0.1444,61.5
2015-05-20 19:00:00,1,508.0,0.1261,62.8
2015-05-20 20:00:00,1,578.0,0.1497,62.1
2015-05-20 21:00:00,1,553.0,0.1419,62.1
2015-05-20 22:00:00,1,525.0,0.1268,63.8
2015-05-20 23:00:00,1,520.0,0.1295,64.0
2015-05-21 00:00:00,1,512.0,0.1215,65.5
2015-05-21 01:00:00,1,517.0,0.128,65.0
2015-05-21 02:00:00,1,533.0,0.128,65.3
2015-05-21 03:00:00,1,483.0,0.1166,65.9
2015-05-21 04:00:00,1,417.0,0.1046,65.2
2015-05-21 05:00:00,1,423.0,0.1038,65.1
2015-05-21 06:00:00,1,417.0,0.1005,65.6
2015-05-21 07:00:00,1,460.0,0.118,64.2
2015-05-21 08:00:00,1,438.0,0.1058,65.4
2015-05-21 09:00:00,1,437.0,0.1048,66.1
2015-05-21 10:00:00,1,478.0,0.1125,67.0
2015-05-21 11:00:00,1,472.0,0.1134,66.6
2015-05-21 12:00:00,1,406.0,0.103,64.9
2015-05-21 13:00:00,1,438.0,0.1048,65.8
2015-05-21 14:00:00,1,429.0,0.1034,66.1
2015-05-21 15:00:00,1,427.0,0.1032,66.1
2015-05-21 16:00:00,1,428.0,0.1031,66.1
2015-05-21 17:00:00,1,463.0,0.1172,64.8
2015-05-21 18:00:00,1,432.0,0.1049,65.5
